ID,Category,Name,Sub Category
633,Special_Knowledge,Lagerwesen/Logistik,
634,Experience,Triebwerktechnik,ohne
635,Special_Knowledge,"Kenntnis der einschlägigen Anwendungen für die Erstellung Technischer Dokumentationstexte und Illustrationen (Datenmodulerstellung, SGML/XML/CGM), ATA iSpec, S1000D",
636,Special_Knowledge,"Kenntnisse von Redaktionssystemen, Texterstellungs- und Stylesheet Software (z. B. Arbortext Editor), MS Office und Adobe Acrobat",
637,Special_Knowledge,Idealerweise Kenntnisse eines technischen Zeichenprogramms sowie CAD-NX,
638,Special_Knowledge,Kenntnis der Dokumentationserstellung in Simplified Technical English,
639,Special_Knowledge,"Erfahrung in der Erstellung und Pflege von Technischer Dokumentation (Schwerpunkt Interaktive Dokumentation), vorzugsweise aus dem Bereich Luftfahrt",
640,Additional_Qualification,Fähigkeit zur Beschreibung und Illustration komplexer technischer Abläufe und Zusammenhänge,
641,Education,Business or Law degree,Studies
642,Experience,"experience in procurement, legal or consulting roles with heavy contract interfaces",Work experience
643,Special_Knowledge,"Contract drafting, management, change control",
644,Special_Knowledge,Experience in German and US contract laws,
645,Education,Aerospace or Mechanical Engineering ,Studies
646,Experience,"structural analysis, with application to aircraft structures, in particular to Airframe Primary & Secondary Structure ",experience
647,Special_Knowledge,"stress, damage tolerance & fatigue analysis methods ",
648,Special_Knowledge,Analysis validation and test support,
649,Special_Knowledge,"commercial implicit FE code OptiStruct, and corresponding pre- and post-processing tools (Hyperworks)",
650,Special_Knowledge,Kenntnisse im Preisrecht,
651,Education,"Abgeschlossenes Studium, vorzugsweise Maschinenbau oder Wirtschaftsingenieurwesen",Studium
652,Education,vergleichbare Ausbildung,Ausbildung
653,Special_Knowledge,SAP / Teamcenter,
